ID,DIST,CO,RTE,PF1,BEGPM,PF1,ENDPM,Length,MAINT_DIST,MAINT_RGN,DIST_RGN,BUDGET ZONE,FY/Q,Pass,Need 1,Need 2,District LOS Score,Pass,Need 1,Need 2,RA LOS Score,los_2022_start,FY/Q,Pass,Need 1,Need 2,District LOS Score,Pass,Need 1,Need 2,RA LOS Score,los_2022_q1,FY/Q,Pass,Need 1,Need 2,District LOS Score,Pass,Need 1,Need 2,RA LOS Score,los_2022_q2,FY/Q,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","SB/WB
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments",District LOS Score,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","SB/WB
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments",RA LOS Score,los_2022_q3,FY/Q,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","SB/WB
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments",District LOS Score,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","SB/WB
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments",RA LOS Score,los_2022_q4,FY/Q,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","SB/WB
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments",District LOS Score,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","SB/WB
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments",RA LOS Score,los_2023_q1,FY/Q,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","SB/WB
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments",District LOS Score,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","SB/WB
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments",RA LOS Score,los_2023_q2,FY/Q,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","SB/WB
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments",District LOS Score,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","SB/WB
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments",RA LOS Score,los_2023_q3,FY/Q,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","SB/WB
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments",District LOS Score,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","SB/WB
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments",RA LOS Score,los_2023_q4,Q1 FY2024-Date Evaluated ,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","NB/EB
Comments","SB/WB
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments","SB/WB
Comments", LOS Score,Q1 FY2024-Date Evaluated ,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","NB/EB
Comments","SB/WB
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments","SB/WB
Comments", LOS Score,los_2024_q1,Date Evaluated,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","NB/EB
Comments","SB/WB
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments","SB/WB
Comments", LOS Score,Date Evaluated,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","NB/EB
Comments","SB/WB
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments","SB/WB
Comments", LOS Score,los_2024_q2,FY24Q3 Date Evaluated,"NB/EB
Rating","NB/EB
Construction","NB/EB
Encampments","NB/EB
Litter Location","SB/WB
Rating","SB/WB
Construction","SB/WB
Encampments","SB/WB
Litter Location", LOS Score,FY24Q3 Date Evaluated,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","NB/EB
Comments","SB/WB
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments","SB/WB
Comments", LOS Score,los_2024_q3,FY24Q4 Date Evaluated,"NB/EB
Rating","NB/EB
Construction","NB/EB
Encampments","NB/EB
Litter Location","SB/WB
Rating","SB/WB
Construction","SB/WB
Encampments","SB/WB
Litter Location", LOS Score,FY24Q4 Date Evaluated,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","NB/EB
Comments","SB/WB
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments","SB/WB
Comments", LOS Score,los_2024_q4
51,3,GLE,5,R,16,R,17,1,3,District 3 - Sutter/Sierra Region,District 3 - Sutter/Sierra Region,InVal-4,Beg FY22,1,,,100,1,,,100,100,FY22/Q1,1,,,100,1,,,100,100,FY22/Q2,1,,,100,,,1,0,50,FY22/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY22/Q4,1,,,,,1,,,,,100,x,,,,,x,,,,,100,100,FY23/Q1,1,,,,,1,,,,,100,x,,,,,x,,,,,100,100,FY23/Q2,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q4,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,10/9/2023,1,,,,,,1,,,,,,100,10/3/2023,X,,,,,,X,,,,,,100,100,1/16/2024,1,,,,,,1,,,,,,100,1/17/2024,X,,,,,,X,,,,,,100,100,4/9/2024,P,,,,P,,,,100,4/9/2024,X,,,,,,,X,,,,M,75,88,6/11/2024,P,,,,P,,,,100,6/11/2024,X,,,,,,X,,,,,,100,100
52,3,GLE,5,R,17,R,18,1,3,District 3 - Sutter/Sierra Region,District 3 - Sutter/Sierra Region,InVal-4,Beg FY22,,1,,50,1,,,100,75,FY22/Q1,1,,,100,,1,,50,75,FY22/Q2,1,,,100,,1,,50,75,FY22/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY22/Q4,1,,,,,1,,,,,100,x,,,,,x,,,,,100,100,FY23/Q1,1,,,,,1,,,,,100,x,,,,,x,,,,,100,100,FY23/Q2,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q4,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,10/9/2023,1,,,,,,1,,,,,,100,10/3/2023,X,,,,,,X,,,,,,100,100,1/16/2024,1,,,,,,1,,,,,,100,1/17/2024,X,,,,,,X,,,,,,100,100,4/9/2024,P,,,,P,,,,100,4/9/2024,X,,,,,,X,,,,,,100,100,6/11/2024,P,,,,P,,,,100,6/11/2024,X,,,,,,,X,,,,S,75,88
53,3,GLE,5,R,18,R,19,1,3,District 3 - Sutter/Sierra Region,District 3 - Sutter/Sierra Region,InVal-4,Beg FY22,,1,,50,1,,,100,75,FY22/Q1,1,,,100,,,1,0,50,FY22/Q2,,1,,50,1,,,100,75,FY22/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY22/Q4,1,,,,,1,,,,,100,x,,,,,x,,,,,100,100,FY23/Q1,1,,,,,1,,,,,100,x,,,,,x,,,,,100,100,FY23/Q2,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q4,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,10/9/2023,1,,,,,,1,,,,,,100,10/3/2023,X,,,,,,X,,,,,,100,100,1/16/2024,1,,,,,,1,,,,,,100,1/17/2024,X,,,,,,X,,,,,,100,100,4/9/2024,P,,,,P,,,,100,4/9/2024,X,,,,,,X,,,,,,100,100,6/11/2024,P,,,,P,,,,100,6/11/2024,X,,,,,,X,,,,,,100,100
54,3,GLE,5,R,19,R,20,1,3,District 3 - Sutter/Sierra Region,District 3 - Sutter/Sierra Region,InVal-4,Beg FY22,1,,,100,1,,,100,100,FY22/Q1,1,,,100,,,1,0,50,FY22/Q2,1,,,100,,,1,0,50,FY22/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY22/Q4,1,,,,,1,,,,,100,x,,,,,x,,,,,100,100,FY23/Q1,1,,,,,1,,,,,100,x,,,,,x,,,,,100,100,FY23/Q2,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q4,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,10/9/2023,1,,,,,,,1,,,,,75,10/3/2023,X,,,,,,X,,,,,,100,88,1/16/2024,1,,,,,,1,,,,,,100,1/17/2024,X,,,,,,X,,,,,,100,100,4/9/2024,P,,,,P,,,,100,4/9/2024,X,,,,,,X,,,,,,100,100,6/11/2024,P,,,,P,,,,100,6/11/2024,X,,,,,,X,,,,,,100,100
55,3,GLE,5,R,20,R,21,1,3,District 3 - Sutter/Sierra Region,District 3 - Sutter/Sierra Region,InVal-4,Beg FY22,,1,,50,1,,,100,75,FY22/Q1,1,,,100,1,,,100,100,FY22/Q2,1,,,100,,,1,0,50,FY22/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY22/Q4,1,,,,,1,,,,,100,x,,,,,x,,,,,100,100,FY23/Q1,1,,,,,1,,,,,100,x,,,,,x,,,,,100,100,FY23/Q2,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q4,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,10/9/2023,1,,,,,,1,,,,,,100,10/3/2023,X,,,,,,X,,,,,,100,100,1/16/2024,1,,,,,,1,,,,,,100,1/17/2024,X,,,,,,X,,,,,,100,100,4/9/2024,P,,,,P,,,,100,4/9/2024,X,,,,,,X,,,,,,100,100,6/11/2024,P,,,,P,,,,100,6/11/2024,X,,,,,,X,,,,,,100,100
56,3,GLE,5,R,21,R,22,1,3,District 3 - Sutter/Sierra Region,District 3 - Sutter/Sierra Region,InVal-4,Beg FY22,,1,,50,1,,,100,75,FY22/Q1,1,,,100,,,1,0,50,FY22/Q2,1,,,100,,,1,0,50,FY22/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY22/Q4,1,,,,,1,,,,,100,x,,,,,x,,,,,100,100,FY23/Q1,1,,,,,1,,,,,100,x,,,,,x,,,,,100,100,FY23/Q2,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q4,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,10/9/2023,1,,,,,,1,,,,,,100,10/3/2023,X,,,,,,X,,,,,,100,100,1/16/2024,1,,,,,,1,,,,,,100,1/17/2024,X,,,,,,X,,,,,,100,100,4/9/2024,P,,,,P,,,,100,4/9/2024,X,,,,,,X,,,,,,100,100,6/11/2024,P,,,,P,,,,100,6/11/2024,X,,,,,,X,,,,,,100,100
57,3,GLE,5,R,22,R,23,1,3,District 3 - Sutter/Sierra Region,District 3 - Sutter/Sierra Region,InVal-4,Beg FY22,,1,,50,1,,,100,75,FY22/Q1,1,,,100,,,1,0,50,FY22/Q2,1,,,100,,,1,0,50,FY22/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY22/Q4,1,,,,,1,,,,,100,x,,,,,x,,,,,100,100,FY23/Q1,1,,,,,1,,,,,100,x,,,,,x,,,,,100,100,FY23/Q2,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q4,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,10/9/2023,1,,,,,,1,,,,,,100,10/3/2023,X,,,,,,X,,,,,,100,100,1/16/2024,1,,,,,,1,,,,,,100,1/17/2024,X,,,,,,X,,,,,,100,100,4/9/2024,N1,,,S,P,,,,75,4/9/2024,X,,,,,,X,,,,,,100,88,6/11/2024,P,,,,P,,,,100,6/11/2024,X,,,,,,X,,,,,,100,100
58,3,GLE,5,R,23,R,24,1,3,District 3 - Sutter/Sierra Region,District 3 - Sutter/Sierra Region,InVal-4,Beg FY22,,,1,0,1,,,100,50,FY22/Q1,1,,,100,,1,,50,75,FY22/Q2,1,,,100,,1,,50,75,FY22/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY22/Q4,1,,,,,1,,,,,100,x,,,,,x,,,,,100,100,FY23/Q1,1,,,,,1,,,,,100,x,,,,,x,,,,,100,100,FY23/Q2,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q4,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,10/9/2023,1,,,,,,1,,,,,,100,10/3/2023,X,,,,,,X,,,,,,100,100,1/16/2024,1,,,,,,1,,,,,,100,1/17/2024,X,,,,,,X,,,,,,100,100,4/9/2024,P,,,,P,,,,100,4/9/2024,X,,,,,,X,,,,,,100,100,6/11/2024,P,,,,P,,,,100,6/11/2024,X,,,,,,X,,,,,,100,100
59,3,GLE,5,R,24,R,25,1,3,District 3 - Sutter/Sierra Region,District 3 - Sutter/Sierra Region,InVal-4,Beg FY22,,1,,50,,1,,50,50,FY22/Q1,1,,,100,,1,,50,75,FY22/Q2,1,,,100,,,1,0,50,FY22/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY22/Q4,1,,,,,1,,,,,100,x,,,,,x,,,,,100,100,FY23/Q1,1,,,,,1,,,,,100,x,,,,,x,,,,,100,100,FY23/Q2,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q4,,1,,,,1,,,,,75,X,,,,,X,,,,,100,88,10/9/2023,1,,,,,,1,,,,,,100,10/3/2023,X,,,,,,X,,,,,,100,100,1/16/2024,1,,,,,,1,,,,,,100,1/17/2024,X,,,,,,X,,,,,,100,100,4/9/2024,P,,,,P,,,,100,4/9/2024,X,,,,,,X,,,,,,100,100,6/11/2024,P,,,,P,,,,100,6/11/2024,X,,,,,,X,,,,,,100,100
60,3,GLE,5,R,25,R,26,1,3,District 3 - Sutter/Sierra Region,District 3 - Sutter/Sierra Region,InVal-4,Beg FY22,,,1,0,1,,,100,50,FY22/Q1,1,,,100,1,,,100,100,FY22/Q2,1,,,100,,,1,0,50,FY22/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY22/Q4,1,,,,,1,,,,,100,x,,,,,x,,,,,100,100,FY23/Q1,1,,,,,1,,,,,100,x,,,,,x,,,,,100,100,FY23/Q2,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q4,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,10/9/2023,1,,,,,,1,,,,,,100,10/3/2023,X,,,,,,X,,,,,,100,100,1/16/2024,1,,,,,,1,,,,,,100,1/17/2024,X,,,,,,X,,,,,,100,100,4/9/2024,N1,,,M,P,,,,75,4/9/2024,X,,,,,,X,,,,,,100,88,6/11/2024,P,,,,P,,,,100,6/11/2024,X,,,,,,X,,,,,,100,100
61,3,GLE,5,R,26,R,27,1,3,District 3 - Sutter/Sierra Region,District 3 - Sutter/Sierra Region,InVal-4,Beg FY22,,,1,0,1,,,100,50,FY22/Q1,1,,,100,1,,,100,100,FY22/Q2,1,,,100,1,,,100,100,FY22/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY22/Q4,1,,,,,1,,,,,100,x,,,,,x,,,,,100,100,FY23/Q1,1,,,,,1,,,,,100,x,,,,,x,,,,,100,100,FY23/Q2,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q4,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,10/9/2023,1,,,,,,1,,,,,,100,10/3/2023,X,,,,,,X,,,,,,100,100,1/16/2024,1,,,,,,1,,,,,,100,1/17/2024,X,,,,,,X,,,,,,100,100,4/9/2024,P,,,,P,,,,100,4/9/2024,X,,,,,,X,,,,,,100,100,6/11/2024,P,,,,P,,,,100,6/11/2024,X,,,,,,X,,,,,,100,100
62,3,GLE,5,R,27,R,28,1,3,District 3 - Sutter/Sierra Region,District 3 - Sutter/Sierra Region,InVal-4,Beg FY22,,1,,50,1,,,100,75,FY22/Q1,1,,,100,,1,,50,75,FY22/Q2,1,,,100,,,1,0,50,FY22/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY22/Q4,,1,,,,1,,,,,75,x,,,,,x,,,,,100,88,FY23/Q1,1,,,,,1,,,,,100,x,,,,,x,,,,,100,100,FY23/Q2,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q4,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,10/9/2023,1,,,,,,1,,,,,,100,10/3/2023,X,,,,,,X,,,,,,100,100,1/16/2024,1,,,,,,1,,,,,,100,1/17/2024,X,,,,,,X,,,,,,100,100,4/9/2024,P,,,,P,,,,100,4/9/2024,X,,,,,,X,,,,,,100,100,6/11/2024,P,,,,P,,,,100,6/11/2024,X,,,,,,X,,,,,,100,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!
63,3,SAC,5,,1,,2,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,Beg FY22,,,1,0,,1,,50,25,FY22/Q1,,,1,0,,,1,0,0,FY22/Q2,,1,,50,,,1,0,25,FY22/Q3,,1,,,,1,,,,,75,X,,,,,X,,,,,100,88,FY22/Q4,,1,,,,,1,,,,50,x,,,,,,x,,,,75,63,FY23/Q1,1,,,,,1,,,,,100,x,,,,,,,X,,,50,75,FY23/Q2,1,,,,,,,1,,,50,X,,,,,,,X,,,50,50,FY23/Q3,1,,,,,1,,,,,100,,X,,,,,,X,,,25,63,FY23/Q4,1,,,,,1,,,,,100,,X,,,,X,,,,,75,88,10/9/2023,1,,,,,,1,,,,,,100,10/4/2023,X,,,,,,,X,,,,M,75,88,1/16/2024,,1,,,,MEDIAN,,1,,,,MEDIAN/RHS,50,1/18/2024,X,,,,,,X,,,,,,100,75,4/9/2024,P,,,,P,,,,100,4/10/2024,,,X,,,,,,X,,,M,0,50,6/11/2024,P,,,,P,,,,100,6/12/2024,X,,,,,,X,,,,,,100,100
64,3,SAC,5,,2,,3,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,Beg FY22,,,1,0,,,1,0,0,FY22/Q1,,,1,0,,,1,0,0,FY22/Q2,,1,,50,,,1,0,25,FY22/Q3,1,,,,,,1,,,,75,,X,,,,X,,,,,75,75,FY22/Q4,,1,,,,,1,,,,50,,x,,,,x,,,,,75,63,FY23/Q1,,1,,,,,1,,,,50,,,X,,,,,X,,,0,25,FY23/Q2,,1,,,,,,1,,,25,,X,,,,,,X,,,25,25,FY23/Q3,1,,,,,,1,,,,75,X,,,,,,,X,,,50,63,FY23/Q4,1,,,,,1,,,,,100,X,,,,,,X,,,,75,88,10/9/2023,1,,,,,,,1,,,,MED/RHS,75,10/4/2023,,X,,,,M,,,X,,,M,25,50,1/16/2024,,1,,,,MEDIAN,1,,,,,,75,1/18/2024,x,,,,,,,X,,,,,75,75,4/9/2024,P,,,,N1,,,M,75,4/10/2024,,,X,,,M,,,X,,,M,0,38,6/11/2024,P,,,,P,,,,100,6/12/2024,X,,,,,,X,,,,,,100,100
65,3,SAC,5,,3,,4,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,Beg FY22,,,1,0,,1,,50,25,FY22/Q1,,1,,50,,,1,0,25,FY22/Q2,1,,,100,,,1,0,50,FY22/Q3,1,,,,,,1,,,,75,X,,,,,X,,,,,100,88,FY22/Q4,1,,,,,,,1,,,50,x,,,,,x,,,,,100,75,FY23/Q1,1,,,,,1,,,,,100,,,X,,,,,X,,,0,50,FY23/Q2,,,1,,,,,1,,,0,,X,,,,,,X,,,25,13,FY23/Q3,1,,,,,,1,,,,75,,X,,,,,,X,,,25,50,FY23/Q4,1,,,,,1,,,,,100,X,,,,,,X,,,,75,88,10/9/2023,1,,,,,,1,,,,,,100,10/4/2023,,X,,,,M,,X,,,,M,50,75,1/16/2024,1,,,,,,1,,,,,,100,1/18/2024,,X,,,,M,,X,,,,M,50,75,4/9/2024,P,,,,N1,,,M,75,4/10/2024,,,X,,,M,,,X,,,M,0,38,6/11/2024,P,,,,P,,,,100,6/12/2024,,X,,,,S,X,,,,,,75,88
66,3,SAC,5,,4,,5,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,Beg FY22,,,1,0,,,1,0,0,FY22/Q1,,1,,50,,,1,0,25,FY22/Q2,,1,,50,,,1,0,25,FY22/Q3,1,,,,,,1,,,,75,X,,,,,X,,,,,100,88,FY22/Q4,,1,,,,,,1,,,25,,,x,,,,,x,,,0,13,FY23/Q1,1,,,,,,1,,,,75,,,X,,,,X,,,,25,50,FY23/Q2,,,1,,,,,1,,,0,,,X,,,,,X,,,0,0,FY23/Q3,1,,,,,1,,,,,100,,X,,,,,,X,,,25,63,FY23/Q4,1,,,,,,1,,,,75,,X,,,,,X,,,,50,63,10/9/2023,1,,,,,,1,,,,,,100,10/4/2023,,X,,,,M,,,X,,,M,25,63,1/16/2024,1,,,,,,1,,,,,,100,1/18/2024,X,,,,,,X,,,,,,100,100,4/9/2024,N1,,,M,P,,,,75,4/10/2024,,X,,,,M,,,X,,,M,25,50,6/11/2024,P,,,,P,,,,100,6/12/2024,X,,,,,,X,,,,,,100,100
67,3,SAC,5,,5,,6,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,Beg FY22,,,1,0,,,1,0,0,FY22/Q1,,,1,0,,,1,0,0,FY22/Q2,,1,,50,,,1,0,25,FY22/Q3,1,,,,,,1,,,,75,X,,,,,X,,,,,100,88,FY22/Q4,1,,,,,,,1,,,50,x,,,,,x,,,,,100,75,FY23/Q1,1,,,,,1,,,,,100,,,X,,,,,X,,,0,50,FY23/Q2,,,1,,,,,1,,,0,,,X,,,,,X,,,0,0,FY23/Q3,1,,,,,,1,,,,75,,,X,,,,X,,,,25,50,FY23/Q4,1,,,,,,1,,,,75,,X,,,,,X,,,,50,63,10/9/2023,,1,,,,RHS,1,,,,,,75,10/4/2023,,X,,,,M,,,X,,,M,25,50,1/16/2024,,1,,,,MEDIAN,1,,,,,,75,1/18/2024,X,,,,,,X,,,,,,100,88,4/9/2024,N1,,,M,P,,,,75,4/10/2024,,,X,,,M,,,X,,,M,0,38,6/11/2024,P,,,,P,,,,100,6/12/2024,,X,,,,M,X,,,,,,75,88
68,3,SAC,5,,6,,7,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,Beg FY22,,,1,0,,,1,0,0,FY22/Q1,,,1,0,,,1,0,0,FY22/Q2,,,1,0,,,1,0,0,FY22/Q3,,1,,,,,1,,,,50,X,,,,,,X,,,,75,63,FY22/Q4,,1,,,,,,1,,,25,,x,,,,,,x,,,25,25,FY23/Q1,1,,,,,1,,,,,100,X,,,,,,X,,,,75,88,FY23/Q2,,,1,,,,,1,,,0,,X,,,,,,X,,,25,13,FY23/Q3,1,,,,,,1,,,,75,,X,,,,,,X,,,25,50,FY23/Q4,1,,,,,1,,,,,100,,X,,,,,X,,,,50,75,10/9/2023,,1,,,,MED,,1,,,,MED,50,10/4/2023,,,X,,,M,,,X,,,M,0,25,1/16/2024,,1,,,,MEDIAN,1,,,,,,75,1/18/2024,,X,,,,S,X,,,,,,75,75,4/9/2024,P,,,,P,,,,100,4/10/2024,,,X,,,M,,X,,,,M,25,63,6/11/2024,P,,,,P,,,,100,6/12/2024,X,,,,,,X,,,,,,100,100
69,3,SAC,5,,7,,8,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,Beg FY22,,,1,0,1,,,100,50,FY22/Q1,,,1,0,,,1,0,0,FY22/Q2,,1,,50,,,1,0,25,FY22/Q3,,1,,,,,1,,,,50,X,,,,,,X,,,,75,63,FY22/Q4,,,1,,,,,1,,,0,x,,,,,,x,,,,75,38,FY23/Q1,1,,,,,,1,,,,75,,,X,,,,X,,,,25,50,FY23/Q2,,,1,,,,,1,,,0,,,X,,,,,X,,,0,0,FY23/Q3,,1,,,,,1,,,,50,,X,,,,,,X,,,25,38,FY23/Q4,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,10/9/2023,1,,,,,,1,,,,,,100,10/4/2023,,X,,,,M,,,X,,,M,25,63,1/16/2024,,1,,,,MEDIAN,1,,,,,,75,1/18/2024,,,X,,,"M,S",X,,,,,,50,63,4/9/2024,P,,,,P,,,,100,4/10/2024,X,,,,,,,,X,,,M,50,75,6/11/2024,P,,,,P,,,,100,6/12/2024,X,,,,,,,X,,,,S,75,88
70,3,SAC,5,,8,,9,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,Beg FY22,,,1,0,,,1,0,0,FY22/Q1,,,1,0,,,1,0,0,FY22/Q2,,1,,50,,,1,0,25,FY22/Q3,,1,,,,1,,,,,75,X,,,,,X,,,,,100,88,FY22/Q4,,,1,,,,,1,,,0,,x,,,,,x,,,,50,25,FY23/Q1,1,,,,,,1,,,,75,,,X,,,,X,,,,25,50,FY23/Q2,,,1,,,,,1,,,0,,X,,,,,,X,,,25,13,FY23/Q3,,1,,,,,,1,,,25,X,,,,,,,X,,,50,38,FY23/Q4,1,,,,,1,,,,,100,,X,,,,X,,,,,75,88,10/9/2023,1,,,,,,,1,,,,MED,75,10/4/2023,X,,,,,,,X,,,,M,75,75,1/16/2024,,,1,,,MEDIAN/RHS,,1,,,,MEDIAN,25,1/18/2024,,,X,,,"M,S,R",X,,,,,,50,38,4/9/2024,P,,,,P,,,,100,4/10/2024,,,X,,,M,,X,,,,M,25,63,6/11/2024,P,,,,P,,,,100,6/12/2024,X,,,,,,X,,,,,,100,100
